,index,Temperature,GHI,Wind Speed,Pressure,Relative Humidity,Solar Zenith Angle,Latitude,Longitude
0,1,21.515095569070372,371.2980017376195,1.2976542137271936,1003.0199826238054,64.63204170286708,57.58840139009557,33.21,-82.74
1,2,21.36906678268436,372.979551881662,1.6641287796388948,1000.991951272569,65.74142919295193,57.53565586251904,33.21,-82.5
2,3,20.51180722891566,369.6155531215772,1.3461117196056955,989.3684556407449,65.351147864184,57.46327272727273,33.65,-84.18
3,4,22.858098975365163,374.83736647046,1.3608894702419885,1014.4748201438848,66.7582472204055,21.42500592980161,31.97,-81.66
4,5,23.05256968641115,373.64547038327527,56.68003702090593,1012.640243902439,176.64590592334494,0.9290940766550524,31.17,-82.38
5,6,19.78263919333625,361.9399386234108,1.170670758439281,66.66516659359931,981.2902235861465,57.60530030688295,34.05,-84.18
6,7,22.76555628129763,376.00283039407793,56.68805138253864,1011.1323753537991,176.46832135858915,1.197539734378402,31.17,-82.74
7,8,21.938696315674733,374.03749727490737,2.472858077174624,1011.1061696097668,66.42550904730761,57.29587965990843,32.81,-82.02
8,9,20.5904043715847,371.4854644808743,0.3841748633879782,995.5512568306012,63.65109726775957,57.87601092896175,34.45,-82.02
9,10,21.54416321186996,372.6192450360026,175.4741435740781,2.290682958760637,66.33704996727035,1006.375954614881,33.21,-82.02
10,11,23.194749455337693,368.8326797385621,56.49135294117647,1013.0315904139434,0.7059694989106754,21.133494291938995,30.73,-82.74
11,12,22.150304745319985,384.3835437527209,56.85422289943405,1007.0450587723116,177.96821941663038,2.1425555071832827,31.57,-83.1
12,13,22.91177240026161,373.9910616960977,56.47238282101591,1013.4656638325704,176.1118378024853,1.457597558316983,30.73,-83.46
13,14,23.046204046117037,379.72395040243634,56.8764476832717,1012.8127039373504,178.84990211007178,0.6444637807265609,31.57,-82.02
14,15,23.017468961010675,376.70572859943366,0.8042256588978437,1016.1548682204312,68.10378348943584,56.83191461555217,31.57,-81.66
15,16,20.1155892700088,364.6525945470536,0.075197889182058,980.4131486367634,57.331734828496046,65.97804749340371,33.65,-84.86
16,17,20.05858963093146,363.2051845342706,0.0656854130052724,985.9367311072056,66.12745386643233,57.52618848857645,34.05,-84.86
17,18,196.13013698630135,175.72237442922375,1016.768607305936,80.64224657534247,89.7025296803653,11.219513847031962,31.17,-81.66
18,19,140.70867079561697,440.10147689375896,0.1291543592186755,0.8382324916626966,70.11506431634112,23.980990948070517,30.89,-81.66
19,20,17.967793127069303,182.6603493549492,1001.790615367051,77.15553145336226,89.68678502112112,11.068374312136086,33.21,-82.82
20,21,21.231230200633583,19.542221436114044,1.4619324181626188,982.7880147835268,62.12865892291446,51.55137275607181,33.65,-84.5
21,22,19.901184210526317,361.00899122807016,201.9894736842105,983.2440789473684,1.1660964912280702,16.106924364035088,34.05,-84.54
22,23,19.75450568678915,370.82239720034994,0.1293088363954505,985.155949256343,66.55761811023622,57.85676071741032,34.45,-83.46
23,24,21.54404709986917,372.4136502398604,66.11155255124292,2.1732446576537288,1006.2158744003488,57.44232228521587,33.21,-82.1
24,25,23.397427512535423,367.93939393939394,56.46962502725093,1013.3843470678004,0.4624591236102028,21.076416830172224,30.73,-82.38
25,26,195.1899711815562,18.469763688760807,8.725839515850144,1.8432507204610955,1008.0710086455332,77.36900172910664,33.21,-81.66
26,27,22.582423319556234,380.9804220143572,56.87552751794649,1010.3308679573636,178.8860126169241,1.9913639329997828,31.57,-82.38
27,28,22.72926669576604,375.0329550414666,56.43486468790921,1011.2902662592754,176.05347010039284,1.3909428197293758,30.73,-83.82
28,29,23.39122768828908,371.8043099695255,56.69644101001306,1015.17370483239,175.7037440139312,0.5031127557683936,31.17,-82.02
29,30,23.009842931937172,20.43781020942408,449.6460732984293,2.3111256544502616,1013.103664921466,62.88865445026178,32.81,-81.66
30,31,22.576306620209063,375.8397212543554,56.68057491289199,1009.6853222996516,1.640352787456446,178.16463414634146,31.17,-83.1
31,32,18.56465819456617,357.9936459246275,204.874671340929,965.018185801928,68.62272567922875,57.79494084136722,34.45,-84.18
32,33,22.03216539717084,379.6861806311208,56.86129923830251,1007.148857453754,21.744811904243743,2.3712948857453755,31.57,-83.46
33,34,23.00191888355866,371.0403401657218,56.46112516354122,1012.2265590928914,1.4003052769297863,21.264283100741384,30.73,-83.1
34,35,21.40098017861032,374.5665432367676,1.6912655194946633,1002.625789588325,65.84411892833805,57.48996297103029,33.21,-82.38
35,36,20.23847502191061,373.92572304995616,65.52177695004383,0.6177914110429449,991.3549517966696,57.7967944785276,34.45,-82.74
36,37,199.20155927539557,19.246927310249944,1.84136665902316,77.9377493694107,1012.412061453795,89.53732515478102,32.41,-81.66
37,38,21.056718374481104,369.83133056587286,1.7585099410093947,1000.2226349136988,66.09330565872844,57.55211492243827,33.65,-81.66
38,39,22.655156557915483,375.81169257718415,56.3197109700022,1008.5373330413838,176.09021239325597,0.7957302386687104,30.73,-84.5
39,40,20.778358862144422,368.3105032822757,0.3765426695842451,998.5218818380744,63.52725601750547,57.83673960612692,34.45,-81.66
40,41,197.58740689013035,17.88199487895717,0.495949720670391,1002.371275605214,76.24259660148978,88.93978468342642,34.05,-81.66
41,42,22.67182513661202,388.2469945355192,56.5547912568306,175.23256830601093,1012.095519125683,1.5999344262295083,31.17,-84.5
42,43,22.45596410593128,382.5447581527687,56.66599036988401,1008.9030422411906,175.28977894506457,21.88724707813526,31.57,-84.5
43,44,21.26975577845617,368.9834278238116,1.101482773658962,1003.090056694287,57.62300697775839,64.98926079372004,33.65,-82.38
44,45,20.636357673808487,371.5815478793179,195.23240052470484,65.52991473546129,990.2365544381286,57.5320703979012,33.65,-83.82
45,46,20.895896423085365,372.4560017555409,0.4523151195962256,991.1336405529954,65.353050252359,57.22941189378978,33.21,-84.5
46,47,0.5235730593607306,984.3754566210046,191.83013698630137,196.2353881278539,16.350513698630138,89.68970776255709,34.05,-83.82
47,48,21.059647212543556,369.7471689895471,0.8649825783972126,999.4954268292682,65.10875653310106,21.059473388501743,33.65,-82.74
48,49,20.899934497816595,368.09170305676855,64.75928165938865,998.7868995633188,0.4316812227074235,57.740762008733626,34.05,-82.1
49,50,21.499956331877733,369.8266375545852,64.51937991266375,1007.7224890829694,1.5628384279475984,57.576323144104805,33.65,-82.1
50,51,20.15835700240332,370.6076032335591,65.25582259121694,990.4430849901682,0.6857111645182434,21.07390380161678,34.45,-82.38
51,52,22.545327510917037,381.7873362445415,56.5929366812227,1010.557423580786,175.05502183406114,1.7001965065502185,31.17,-84.18
52,53,20.84871122761031,368.4921363040629,0.4321100917431192,997.5447793796418,64.88018567059851,57.725432503276544,34.05,-82.02
53,54,21.40275109170306,370.011135371179,1.6988209606986902,64.95401965065503,1005.8816593886464,57.57606986899564,33.65,-82.02
54,55,20.866200873362448,367.0113537117904,0.2820960698689956,999.1565502183406,65.09418340611353,57.74233187772926,34.05,-82.38
55,56,21.857610117749672,382.8194505015264,56.79483209768861,1004.0102485826428,2.5449847361535114,176.88181421718272,31.57,-83.82
56,57,22.725420765027323,373.991912568306,56.381624043715846,1010.2330054644808,0.8782513661202187,21.394402907103824,30.73,-84.18
57,58,18.99665134602758,368.20113810461805,0.0785292186474064,972.5204639964982,67.91956664478003,57.83371416064784,34.45,-83.82
58,59,20.820356122224663,369.8311716860849,0.1107056495933172,988.9544954935152,65.32585623213893,57.16886788305123,33.21,-84.86
59,60,20.74559336823735,368.7454188481676,65.13888525305411,998.4733856893542,0.2666012216404886,20.987641928446774,34.05,-82.74
60,61,19.050712563034423,359.0197325147994,0.1939925454944091,973.7386538039904,67.4238785354089,57.76998245998685,34.45,-84.54
61,62,19.554531523642734,373.79268826619966,0.1660683012259194,982.010945709282,67.50383975481611,57.82775831873906,34.45,-83.1
62,63,22.5221978021978,388.8364835164835,56.35908571428572,1010.2536263736264,173.01692307692306,2.247362637362637,31.17,-84.86
63,64,22.13977572559367,385.0560686015831,56.5023526824978,1004.8924802110818,22.00965815743184,1.8927440633245385,31.57,-84.86
64,65,21.367596426236656,368.4059707997385,1.1098278492046196,1004.453911527566,64.7542776203966,57.645611244279806,33.65,-82.46
65,66,20.738203723986857,375.239430449069,189.39036144578316,0.4048411829134721,988.5110624315444,66.05199342825848,33.21,-84.18
66,67,23.0377308707124,373.9890061565523,56.16990105540898,1014.96218117854,172.15149516270887,1.1883905013192615,30.73,-84.86
67,68,19.715638040852188,360.9488249505821,0.0489128047441247,987.3037557654294,67.38998023281353,57.70786734021525,34.45,-84.86
68,69,20.840004364906157,368.9842863378437,0.2786992579659537,998.798559580969,65.21797031863815,57.75772370144042,34.05,-82.5
